"Scenario","Optimizer","EvacuationTime","SimulationTime"
"2","DISCRETE","499.9999999999887","30.35"
"2","BRENT","499.9999999999887","29.457"
"2","PSO","141.60000000000093","10.148"
"2","NELDER_MEAD_CIRCLE","499.9999999999887","32.023"
"2","NELDER_MEAD","499.9999999999887","27.137"
"2","EVOLUTION_STRATEGY","115.60000000000056","11.071"
"2","POWELL","499.9999999999887","59.553"
