timeStep pedestrianId x-PID5 y-PID5
1 3 2.9140436238948006 3.7510053670339514
1 4 5.474279972624407 1.480132029971774
1 5 2.275652767066664 3.304726317680605
1 6 5.206964165386596 2.947419529679487
1 7 4.43358656444564 1.6543913917489945
1 8 5.677013801545873 3.5087545198789756
1 9 4.4611260438594895 2.4835559063225023
1 10 3.9752354620534227 1.6085521582362217
1 11 2.648884439549877 2.3320691331993015
1 12 4.592554064602344 3.9146071653380363
1 13 3.521174136725559 2.080328584050238
1 14 3.128801833956111 2.437557307999547
1 15 5.179222282696702 2.2880454259753584
1 16 3.287836622307674 1.2214198275513573
1 17 5.693745561327257 1.1068367887158872
1 18 4.4488672110490555 3.361553380002866
1 19 4.6893698295335104 1.2867793078162544
1 20 2.2197838277832145 3.7157718791712555
1 21 3.3169391010987854 1.6720819462585328
1 22 3.792537549556184 2.42500241302729
1 23 2.241868182727176 2.7651639346242995
1 24 4.021156402278572 3.8840565513577867
1 25 3.9045238609787676 3.1460599140813454
1 26 5.332997718742145 1.8669923747281392
1 27 2.1210602388057684 1.8409537430081457
1 28 5.197025090270616 1.0981999514530263
1 29 2.777322861767546 1.2562015291478195
1 30 5.5404558536784645 2.559294956759077
1 31 2.4267256821536995 1.5034009167499724
1 32 2.900561095086219 2.8983887268489825
1 33 5.904547885115359 2.338119453252452
1 34 4.631676197768227 2.0815051046326216
1 35 5.898304032395106 1.5464407133440332
1 36 5.773769448123007 3.0742299298044933
1 37 4.763200806888928 3.03620993872941
1 38 2.8307026057594604 1.6798013195252177
2 3 2.9140436238948006 3.7510053670339514
2 4 5.474279972624407 1.480132029971774
2 5 2.275652767066664 3.304726317680605
2 6 5.206964165386596 2.947419529679487
2 7 4.43358656444564 1.6543913917489945
2 8 5.677013801545873 3.5087545198789756
2 9 4.4611260438594895 2.4835559063225023
2 10 3.9752354620534227 1.6085521582362217
2 11 2.648884439549877 2.3320691331993015
2 12 4.592554064602344 3.9146071653380363
2 13 3.521174136725559 2.080328584050238
2 14 3.128801833956111 2.437557307999547
2 15 5.179222282696702 2.2880454259753584
2 16 3.287836622307674 1.2214198275513573
2 17 5.693745561327257 1.1068367887158872
2 18 4.4488672110490555 3.361553380002866
2 19 4.6893698295335104 1.2867793078162544
2 20 2.2197838277832145 3.7157718791712555
2 21 3.3169391010987854 1.6720819462585328
2 22 3.792537549556184 2.42500241302729
2 23 2.241868182727176 2.7651639346242995
2 24 4.021156402278572 3.8840565513577867
2 25 3.9045238609787676 3.1460599140813454
2 26 5.332997718742145 1.8669923747281392
2 27 2.1210602388057684 1.8409537430081457
2 28 5.197025090270616 1.0981999514530263
2 29 2.777322861767546 1.2562015291478195
2 30 5.5404558536784645 2.559294956759077
2 31 2.4267256821536995 1.5034009167499724
2 32 2.900561095086219 2.8983887268489825
2 33 5.904547885115359 2.338119453252452
2 34 4.631676197768227 2.0815051046326216
2 35 5.898304032395106 1.5464407133440332
2 36 5.773769448123007 3.0742299298044933
2 37 4.763200806888928 3.03620993872941
2 38 2.8307026057594604 1.6798013195252177
3 3 2.914043623894801 4.471497782706629
3 4 5.671932813730075 1.737430051946951
3 5 2.698245070292077 3.7331954244758245
3 6 5.143327720634798 3.437799171309519
3 7 4.157945325959899 1.2479417082856172
3 8 5.677013801545873 3.9273529700650287
3 9 4.336509626695889 2.6266767403156233
3 10 4.1033462229209645 1.7441887851922602
3 11 2.5458318663282347 2.993062186049994
3 12 4.808228821498374 4.361666619441064
3 13 3.5027441786767177 2.7017162094012264
3 14 2.9838380310603325 2.36327730744679
3 15 5.195554936050499 2.862021529551676
3 16 3.3825803176844214 1.8088307388871931
3 17 6.195349404733699 1.2563956292901228
3 18 4.448867211049056 3.980365478275547
3 19 4.734613040530133 1.436037359373312
3 20 2.219783827783214 4.38729025715491
3 21 3.446428256169103 1.5026292216421646
3 22 3.792537549556184 2.42500241302729
3 23 2.13832396566138 3.279724007690807
3 24 3.6847329496468766 4.223203733318113
3 25 3.6641679264156575 3.5731023233121246
3 26 5.160008402014024 2.264415826008817
3 27 1.780242328436998 2.5750264167084205
3 28 5.28989262980946 1.6350779982589165
3 29 2.4458057762007614 1.7534031741582865
3 30 6.093693046747344 2.6993472861975523
3 31 1.9343264844352768 1.5875831311965665
3 32 3.037817911885343 3.2182499558302498
3 33 5.7667717101666645 2.507505920622109
3 34 4.576132538649681 2.147628508345177
3 35 6.413200882904204 1.9830216340919478
3 36 6.084880124128926 3.634229146615146
3 37 4.541985355022656 3.434397752088701
3 38 2.8307026057594604 1.6798013195252177
4 3 2.8498556898977063 5.188563171219782
4 4 5.8253931210874885 1.953444111623941
4 5 2.846277776601368 4.302992109516615
4 6 5.117239012612459 3.960027546386639
4 7 4.0613410912600045 1.105492919306514
4 8 5.67551475916999 4.345627452486808
4 9 4.285065496861244 2.865620340885013
4 10 3.8950323532493867 1.9039232141445643
4 11 2.5092470789640777 3.0246327336887218
4 12 5.023757944518439 4.833354222245739
4 13 3.593143404742698 3.0257328272284663
4 14 2.891726356680587 2.3160789373215116
4 15 5.201741662564623 3.0794407756194833
4 16 3.271280275310851 2.374720713054355
4 17 6.453693981416379 1.6107762535503005
4 18 4.448867211049056 4.302888395355414
4 19 4.745622185672517 1.6064911390649217
4 20 2.219783827783214 5.058808635138564
4 21 3.6573174122393945 1.5511129763941156
4 22 3.799751989294349 2.505026876799928
4 23 2.1801587744124427 3.8147302489771806
4 24 3.5533765461120446 4.355623615888109
4 25 3.284231006492208 3.869178198683266
4 26 5.284886291422716 2.524577299717763
4 27 1.6292085196686008 3.3868143853673303
4 28 5.320730926999602 1.8133577808877832
4 29 2.0674620744268046 2.227155852463761
4 30 6.312007688137525 3.1046767795250956
4 31 1.8812786938590444 1.8019673156666116
4 32 3.282440984191868 3.50849998048505
4 33 5.761443710859349 2.9215417771765693
4 34 4.557690586612781 2.3093249873737616
4 35 6.736052080698626 2.603754472152918
4 36 6.183397232126548 4.265092886095232
4 37 4.622057346088143 3.672084828988829
4 38 2.8307026057594604 1.6798013195252177
5 3 2.8247990662401357 5.90771780073152
5 4 5.845794896467875 2.045157006563833
5 5 2.855196426560776 4.942054664907438
5 6 5.11723901261246 4.504384879961821
5 7 3.9100215391139845 1.1841272905864206
5 8 5.670237555537043 4.763085411990218
5 9 4.27511518903164 3.4333342208158713
5 10 3.511315933537 2.129531441361781
5 11 2.4829616771442478 3.3208262466956695
5 12 5.194980016400464 5.341646772470247
5 13 3.416957597124949 3.2465805844096396
5 14 2.891726356680587 2.3160789373215116
5 15 5.253994813741555 3.146204151747049
5 16 3.008407432903921 2.8379740380102803
5 17 6.453693981416378 2.1826803362768077
5 18 4.448867211049056 4.302888395355414
5 19 4.714970559682007 1.8027388277408867
5 20 2.1863177330837913 5.717237151389771
5 21 3.9616987777884263 1.849908312618509
5 22 3.8353127293606377 2.725601877919375
5 23 2.29284533363265 4.356229568060789
5 24 3.5533765461120446 4.355623615888109
5 25 2.9488511125790877 4.193871730057585
5 26 5.639908458124998 2.703776644365672
5 27 1.6784455608124491 4.20211570063615
5 28 5.2557355648883535 1.9499309582943813
5 29 1.7332436922718055 2.714004854989829
5 30 6.3112123070731 3.6640512004249217
5 31 2.2087950770293916 2.143653300508467
5 32 3.651942793220175 3.764308925196955
5 33 5.755207946967657 3.4596380801396727
5 34 4.5718524874076305 2.6320427402537208
5 35 6.854069836767301 3.305303818951933
5 36 6.183397232126548 4.928795661574524
5 37 4.911956269784837 3.811879254875045
5 38 2.8307026057594604 1.6798013195252177
6 3 2.9396452276180294 6.605240984128617
6 4 5.802290255598631 2.2706687679739166
6 5 2.8553781380448093 5.581209989439194
6 6 5.117239012612459 5.048742213537004
6 7 3.4040345484653236 1.447067329207966
6 8 5.660937452882534 5.181087644221404
6 9 4.415282466254988 3.7870090594326813
6 10 3.5097880302693154 2.617069032871396
6 11 2.4408498311969944 3.8378369884343684
6 12 5.194980016400463 5.928805540637411
6 13 3.093302806823489 3.5279419262079186
6 14 2.913787874507507 2.367307112605905
6 15 5.46955162689629 3.4216191318844045
6 16 2.7017288085758127 2.9151335784362904
6 17 6.6672650243329 2.665737513467909
6 18 4.364982506499827 4.355248655074597
6 19 4.740636954315675 2.2893112181396447
6 20 2.1611063132392387 6.346943450749062
6 21 4.041365954307424 2.1687390180353443
6 22 3.908287429718817 3.134592990427703
6 23 2.3335518252003595 4.875697152261526
6 24 3.5533765461120446 4.355623615888109
6 25 2.861859314515621 4.723517194545227
6 26 6.057649787493799 2.992982180082534
6 27 1.894219420262561 4.9807666496399845
6 28 5.063303896193626 2.3571652043314026
6 29 1.7332436922718055 3.328782849301329
6 30 6.33160904135057 4.127518099267977
6 31 2.0492000738026674 2.660265307375549
6 32 3.6798051528223263 3.783598251075367
6 33 5.616003137816283 4.001838337474562
6 34 4.614171465783668 3.182189459142184
6 35 6.854069836767301 4.029568583262809
6 36 6.174907070220939 5.591200609647771
6 37 5.034416364036887 4.137323073601778
6 38 2.633108286299512 1.805195847465775
7 3 3.1647991075157402 7.2807026238217505
7 4 5.694531463727343 2.6307074372377603
7 5 2.8685959763738675 6.220230505317627
7 6 5.11723901261246 5.593099547112185
7 7 3.45120515282648 1.826509648931165
7 8 5.648579176134808 5.599503628015034
7 9 4.701833308109773 4.044055584079013
7 10 3.552738963285661 2.8141748391388393
7 11 2.44066510279519 4.239252654824527
7 12 5.194980016400464 6.515964308804574
